0.1,-0.03
0.13,0.14
0.15,0.15
0.18,0.14
0.21,0.11
0.24,0.11
0.27,0.15
0.3,0.17
0.33,0.12
0.35,0.17
0.37,0.15
0.41,0.21
0.44,0.24
0.47,0.2
0.49,0.15
0.52,0.14
0.55,0.2
0.58,0.2
0.61,0.15
0.63,0.2
0.66,0.2
0.69,0.2
0.72,0.21
0.75,0.2
0.77,0.21
0.8,0.21
0.83,0.26
0.86,0.21
0.89,0.21
0.91,0.26
0.94,0.26
0.97,0.23
1,0.27
1.03,0.26
1.06,0.27
1.08,0.29
1.11,0.27
1.14,0.32
1.17,0.27
1.2,0.29
1.22,0.33
1.25,0.35
1.28,0.32
1.31,0.41
1.34,0.42
1.36,0.44
1.39,0.45
1.41,0.44
1.45,0.53
1.48,0.48
1.5,0.57
1.53,0.63
1.56,0.68
1.58,0.72
1.62,0.81
1.64,0.8
1.68,0.92
1.7,0.98
1.73,1.02
1.75,1.11
1.78,1.17
1.81,1.23
1.84,1.22
1.86,1.2
1.89,1.2
1.92,1.14
1.95,1.73
1.98,1.05
2.01,0.99
2.04,0.84
2.06,0.77
2.09,0.72
2.12,0.65
2.15,0.56
2.17,0.57
2.2,0.51
2.23,0.48
2.26,0.45
2.28,0.44
2.32,0.41
2.34,0.48
2.37,0.38
2.4,0.36
2.43,0.36
2.45,0.39
2.48,0.41
2.51,0.39
2.54,0.33
2.57,0.35
2.6,0.36
2.62,0.36
2.65,0.92
2.68,0.44
2.71,0.2
2.73,0.26
2.76,0.66
2.79,0.92
2.82,0.84
2.84,1.08
2.87,1.2
2.9,1.43
2.93,1.65
2.96,1.88
2.98,2.07
3.01,2.25
3.04,2.43
3.07,2.52
3.09,2.72
3.12,2.85
3.15,2.99
3.18,3.12
3.21,3.24
3.23,3.38
3.26,3.5
3.29,3.65
3.32,3.69
3.34,3.84
3.37,3.92
3.4,4.49
3.43,4.17
3.46,4.28
3.48,4.43
3.51,4.53
3.54,4.59
3.57,4.73
3.6,4.62
3.62,4.52
3.65,4.4
3.68,4.31
3.71,4.16
3.73,4.07
3.76,4.28
3.79,3.71
3.82,3.98
3.84,3.69
3.87,3.51
3.9,2.94
3.93,3.12
3.96,2.96
3.99,2.79
4.01,2.63
4.04,2.43
4.07,2.25
4.09,2.04
4.12,1.88
4.15,1.7
4.18,1.53
4.2,1.34
4.23,1.16
4.26,1.02
4.29,0.92
4.31,0.9
4.34,0.8
4.37,0.8
4.4,0.8
4.43,0.89
4.45,0.98
4.48,1.1
4.51,1.22
4.54,1.29
4.56,1.47
4.59,1.71
4.62,1.98
4.64,2.19
4.67,2.33
4.7,2.6
4.73,2.87
4.76,3.09
4.79,3.32
4.81,3.6
4.84,3.86
4.87,4.38
4.9,4.26
4.92,4.46
4.95,4.76
4.98,5
5,5.25
5.03,5.49
5.06,5.75
5.09,5.97
5.11,6.11
5.15,6.36
5.17,6.65
5.2,6.9
5.23,7.13
5.26,7.35
5.28,7.55
5.31,7.59
5.33,7.76
5.36,7.83
5.39,7.89
5.42,7.92
5.44,8.01
5.47,8.06
5.5,7.95
5.53,7.92
5.56,7.88
5.58,7.8
5.61,7.74
5.64,7.65
5.67,7.53
5.69,7.49
5.72,7.26
5.75,7.17
5.78,7.01
5.8,6.83
5.83,6.68
5.86,6.51
5.88,6.29
5.91,6.14
5.94,5.9
5.97,5.63
5.99,5.43
6.02,5.19
6.05,5.01
6.08,4.89
6.1,4.8
6.13,4.71
6.16,4.68
6.18,4.62
6.21,4.43
6.24,4.4
6.27,4.35
6.3,4.53
6.32,4.46
6.35,4.53
6.38,4.59
6.41,4.62
6.43,4.64
6.46,4.76
6.49,4.94
6.51,5.06
6.54,5.22
6.57,5.28
6.6,5.45
6.62,5.67
6.65,5.81
6.68,6.05
6.71,6.29
6.73,6.54
6.76,6.71
6.79,7.07
6.82,7.26
6.84,7.53
6.87,7.86
6.9,8.15
6.92,8.48
6.95,8.43
6.98,8.64
7.01,9.38
7.03,9.69
7.06,9.99
7.1,9.9
7.11,10.19
7.14,10.35
7.17,10.98
7.2,11.28
7.22,11.15
7.25,11.43
7.28,11.64
7.31,12.2
7.33,11.97
7.36,12.36
7.39,12.27
7.42,12.41
7.44,12.39
