2.5,28.3
2.6,50.7
2.7,82.7
2.8,90.7
2.9,119
3,145.3
3.1,163.3
3.2,184.3
3.3,188.7
3.4,192.3
3.5,215
3.6,212.7
3.7,229
3.8,217
3.9,239.3
4,257.3
4.1,255
4.2,257.3
4.3,250
4.4,243.3
4.5,244
4.6,252.3
4.7,227
4.8,228
4.9,250
5,267.7
5.1,282
5.2,267.3
5.3,306.7
5.4,340.7
5.5,416.7
5.6,495.3
5.7,458.7
5.8,336.7
5.9,387.3
6,466
6.1,504.7
6.2,602.3
6.3,771.3
6.4,1033.3
6.5,753
6.6,240
6.7,192
6.8,183.3
6.9,179
7,172.3
7.1,165.3
7.2,168.7
7.3,149.3
7.4,136
7.5,138.7
7.6,121.3
7.7,123.7
7.8,123.3
7.9,109.3
8,109
8.1,113.3
8.2,101.7
8.3,100.7
8.4,95
8.5,102.7
8.6,90.7
8.7,84.3
8.8,84.3
8.9,87.7
9,77
9.1,77.7
9.2,81
9.3,86.3
9.4,81.3
9.5,71.7
9.6,59
9.7,74.7
9.8,69
9.9,66.7
10,67.7
10.1,72.3
10.2,63.3
10.3,68.7
10.4,67
10.5,69
10.6,62.3
10.7,66
10.8,71
10.9,53
11,61
11.1,63
11.2,60.3
11.3,59
11.4,61.3
11.5,67.7
11.6,68.3
11.7,64.3
11.8,69.7
11.9,82
12,79.7
12.1,112
12.2,96.3
12.3,58.7
12.4,49
12.5,52.3
12.6,55.7
12.7,54
12.8,50.3
12.9,46.3
13,58.7
13.1,60
13.2,60.7
13.3,66.7
13.4,80.7
13.5,88.3
13.6,117.3
13.7,170.7
13.8,198.7
13.9,100.7
14,54
14.1,47
14.2,43.3
14.3,44.3
14.4,47.3
14.5,47
14.6,43
14.7,47
14.8,41.3
14.9,43
15,42
15.1,36.7
15.2,39.3
15.3,40.7
15.4,35.7
15.5,31.7
15.6,39.3
15.7,37
15.8,34
15.9,37.3
16,27
16.1,39
16.2,35
16.3,33.7
16.4,31
16.5,34.7
16.6,35
16.7,28.7
16.8,36.3
16.9,37.3
17,30.3
17.1,33
17.2,22.7
17.3,31.7
17.4,27
17.5,31
17.6,30.7
17.7,32.7
17.8,27
17.9,27.3
18,32
18.1,30.7
18.2,26.3
18.3,32
18.4,27
18.5,29.3
18.6,32
18.7,30.3
18.8,40
18.9,37.7
19,26
19.1,29.3
19.2,25.7
19.3,26.7
19.4,31.7
19.5,27
19.6,22
19.7,27.7
19.8,26.3
19.9,22
20,26.7
20.1,25.3
20.2,24
20.3,18.7
20.4,24
20.5,30.7
20.6,27.7
20.7,30.3
20.8,25.7
20.9,30.7
21,32
21.1,30.3
21.2,39.7
21.3,48
21.4,59.7
21.5,46
21.6,27.3
21.7,25.3
21.8,26
21.9,27.7
22,23.3
22.1,24.7
22.2,21.7
22.3,29
22.4,24.7
22.5,16.3
22.6,24
22.7,22.3
22.8,24
22.9,24.3
23,22.7
23.1,19.3
23.2,19.3
23.3,24
23.4,15.3
23.5,19
23.6,20.7
23.7,15
23.8,18
23.9,15.3
24,23
24.1,13.3
24.2,22.7
24.3,20.3
24.4,17.7
24.5,16
24.6,20.7
24.7,15.3
24.8,16.3
24.9,15
25,15.7
