0,0,-0.1125,-0.0005,0,1
0.05,-0.000025,-0.1125,-0.0005,1,1
0.1,0.003775,-0.082,0.1525,1,1
0.15,0.0101875,-0.082,0.104,1,1
0.2,0.01445,-0.015,0.0665,1,1
0.25,0.017075,-0.015,0.0385,1,1
0.3,0.018425,-0.025,0.0155,1,1
0.35,0.018775,-0.025,-0.0015,1,1
0.4,0.0183875,-0.028,-0.014,1,1
0.45,0.0175125,-0.028,-0.021,1,1
0.5,0.016275,-0.027,-0.0285,1,1
0.55,0.014725,-0.027,-0.0335,1,1
0.6,0.0128875,-0.023,-0.04,1,1
0.65,0.0108375,-0.023,-0.042,1,1
0.7,0.0086125,-0.018,-0.047,1,1
0.75,0.0061875,-0.018,-0.05,1,1
0.8,0.003625,-0.0125,-0.0525,1,1
0.85,0.0008875,-0.0125,-0.057,1,1
0.9,-0.001975,-0.007,-0.0575,1,1
0.95,-0.0049125,-0.007,-0.06,1,1
1,-0.007975,-0.0005,-0.0625,1,1
1.05,-0.0112125,-0.0005,-0.067,1,1
1.1,-0.0146625,0.005,-0.071,1,1
1.15,-0.0183,0.005,-0.0745,1,1
1.2,-0.0221,0.0105,-0.0775,1,1
1.25,-0.02605,0.0105,-0.0805,1,1
1.3,-0.0301125,0.0165,-0.082,1,1
1.35,-0.0343,0.0165,-0.0855,1,1
1.4,-0.0387125,0.022,-0.091,1,1
1.45,-0.043325,0.022,-0.0935,1,1
1.5,-0.0480625,0.028,-0.096,1,1
1.55,-0.0529625,0.028,-0.1,1,1
1.6,-0.0580375,0.034,-0.103,1,1
1.65,-0.0632125,0.034,-0.104,1,1
1.7,-0.068525,0.0395,-0.1085,1,1
1.75,-0.074025,0.0395,-0.1115,1,1
1.8,-0.079675,0.0455,-0.1145,1,1
1.85,-0.0854875,0.0455,-0.118,1,1
1.9,-0.0914625,0.051,-0.121,1,1
1.95,-0.0975625,0.051,-0.123,1,1
2,-0.1037625,0.0565,-0.125,1,1
