0,0,0.385,-0.0015,0,1
0.092,-0.005842,0.385,-0.1255,1,1
0.142,-0.0116045,0.053,-0.105,1,1
0.192,-0.0165545,0.053,-0.093,1,1
0.242,-0.0210045,0.016,-0.085,1,1
0.292,-0.0252045,0.016,-0.083,1,1
0.342,-0.029342,0.027,-0.0825,1,1
0.392,-0.033517,0.027,-0.0845,1,1
0.442,-0.037842,0.034,-0.0885,1,1
0.492,-0.042392,0.034,-0.0935,1,1
0.542,-0.047267,0.0395,-0.1015,1,1
0.592,-0.0525545,0.0395,-0.11,1,1
0.642,-0.0583045,0.0435,-0.12,1,1
0.692,-0.064517,0.0435,-0.1285,1,1
0.742,-0.071167,0.0475,-0.1375,1,1
0.792,-0.078242,0.0475,-0.1455,1,1
0.842,-0.085717,0.051,-0.1535,1,1
0.892,-0.093617,0.051,-0.1625,1,1
0.942,-0.102017,0.0545,-0.1735,1,1
0.992,-0.1109795,0.0545,-0.185,1,1
1.042,-0.1204295,0.058,-0.193,1,1
1.092,-0.1302795,0.058,-0.201,1,1
1.142,-0.1404545,0.062,-0.206,1,1
1.192,-0.1509795,0.062,-0.215,1,1
1.242,-0.1618545,0.0655,-0.22,1,1
1.291,-0.17274475,0.0655,-0.2245,1,1
1.342,-0.1843345,0.07,-0.23,1,1
1.392,-0.195947,0.07,-0.2345,1,1
1.441,-0.20688625,0.0745,-0.212,1,1
1.492,-0.217048,0.0745,-0.1865,1,1
1.542,-0.2257105,0.0795,-0.16,1,1
1.591,-0.23292575,0.0795,-0.1345,1,1
1.641,-0.23907575,0.0835,-0.1115,1,1
1.691,-0.24411325,0.0835,-0.09,1,1
1.741,-0.24810075,0.0865,-0.0695,1,1
1.791,-0.25103825,0.0865,-0.048,1,1
1.841,-0.25303825,0.0885,-0.032,1,1
1.891,-0.25417575,0.0885,-0.0135,1,1
1.941,-0.25446325,0.0895,0.002,1,1
1.991,-0.25411325,0.0895,0.012,1,1
2.041,-0.25327575,0.0895,0.0215,1,1
2.091,-0.25205075,0.0895,0.0275,1,1
2.141,-0.25058825,0.087,0.031,1,1
2.191,-0.24893825,0.087,0.035,1,1
2.241,-0.24708825,0.0825,0.039,1,1
2.291,-0.24507575,0.0825,0.0415,1,1
2.341,-0.24295075,0.0775,0.0435,1,1
2.391,-0.24076325,0.0775,0.044,1,1
2.441,-0.23843825,0.072,0.049,1,1
2.491,-0.23593825,0.072,0.051,1,1
2.541,-0.23341325,0.066,0.05,1,1
2.591,-0.23078825,0.066,0.055,1,1
2.641,-0.22798825,0.0605,0.057,1,1
2.691,-0.22507575,0.0605,0.0595,1,1
2.741,-0.22203825,0.0545,0.062,1,1
2.791,-0.21890075,0.0545,0.0635,1,1
2.841,-0.21566325,0.0485,0.066,1,1
2.891,-0.21231325,0.0485,0.068,1,1
2.941,-0.20887575,0.0425,0.0695,1,1
2.991,-0.20533825,0.0425,0.072,1,1
3.041,-0.20170075,0.0365,0.0735,1,1
3.091,-0.19796325,0.0365,0.076,1,1
3.141,-0.19411325,0.0305,0.078,1,1
3.191,-0.19015075,0.0305,0.0805,1,1
3.241,-0.18605075,0.0245,0.0835,1,1
3.291,-0.18186325,0.0245,0.084,1,1
3.341,-0.17761325,0.0185,0.086,1,1
3.391,-0.17320075,0.0185,0.0905,1,1
3.441,-0.16862575,0.013,0.0925,1,1
3.491,-0.16393825,0.013,0.095,1,1
3.541,-0.15911325,0.007,0.098,1,1
3.591,-0.15412575,0.007,0.1015,1,1
3.641,-0.14900075,0.0015,0.1035,1,1
3.691,-0.14373825,0.0015,0.107,1,1
3.741,-0.13826325,-0.0035,0.112,1,1
3.791,-0.13257575,-0.0035,0.1155,1,1
3.841,-0.12666325,-0.0085,0.121,1,1
3.891,-0.12058825,-0.0085,0.122,1,1
3.941,-0.11438825,-0.014,0.126,1,1
3.991,-0.10793825,-0.014,0.132,1,1
4.041,-0.10127575,-0.019,0.1345,1,1
4.091,-0.09447575,-0.019,0.1375,1,1
4.141,-0.08748825,-0.024,0.142,1,1
4.191,-0.08028825,-0.024,0.146,1,1
4.241,-0.07283825,-0.029,0.152,1,1
4.291,-0.06513825,-0.029,0.156,1,1
4.341,-0.05717575,-0.0335,0.1625,1,1
4.391,-0.04888825,-0.0335,0.169,1,1
4.441,-0.04033825,-0.038,0.173,1,1
4.491,-0.03157575,-0.038,0.1775,1,1
4.541,-0.02253825,-0.042,0.184,1,1
4.591,-0.01308825,-0.042,0.194,1,1
4.641,-0.00322575,-0.0465,0.2005,1,1
4.691,0.00694925,-0.0465,0.2065,1,1
4.741,0.01742425,-0.0505,0.2125,1,1
4.791,0.02819925,-0.0505,0.2185,1,1
4.841,0.03923675,-0.0545,0.223,1,1
4.891,0.05052425,-0.0545,0.2285,1,1
4.941,0.06209925,-0.059,0.2345,1,1
4.991,0.07391175,-0.059,0.238,1,1
5.041,0.08591175,-0.063,0.242,1,1
5.091,0.09806175,-0.063,0.244,1,1
5.141,0.11017425,-0.068,0.2405,1,1
5.191,0.12142425,-0.068,0.2095,1,1
5.241,0.13118675,-0.073,0.181,1,1
5.291,0.13957425,-0.073,0.1545,1,1
5.341,0.14689925,-0.0775,0.1385,1,1
5.391,0.15323675,-0.0775,0.115,1,1
5.441,0.15843675,-0.081,0.093,1,1
5.491,0.16258675,-0.081,0.073,1,1
5.541,0.16576175,-0.0835,0.054,1,1
5.591,0.16796175,-0.0835,0.034,1,1
5.641,0.16923675,-0.085,0.017,1,1
5.691,0.16967425,-0.085,0.0005,1,1
5.741,0.16944925,-0.086,-0.0095,1,1
5.791,0.16876175,-0.086,-0.018,1,1
5.841,0.16771175,-0.085,-0.024,1,1
5.891,0.16637425,-0.085,-0.0295,1,1
5.941,0.16481175,-0.0815,-0.033,1,1
5.991,0.16307425,-0.0815,-0.0365,1,1
6.041,0.16114925,-0.0765,-0.0405,1,1
6.091,0.15906175,-0.0765,-0.043,1,1
6.141,0.15684925,-0.0715,-0.0455,1,1
6.191,0.15453675,-0.0715,-0.047,1,1
6.241,0.15211175,-0.066,-0.05,1,1
6.291,0.14956175,-0.066,-0.052,1,1
6.341,0.14693675,-0.06,-0.053,1,1
6.391,0.14423675,-0.06,-0.055,1,1
6.441,0.14141175,-0.054,-0.058,1,1
6.491,0.13848675,-0.054,-0.059,1,1
6.541,0.13549925,-0.0485,-0.0605,1,1
6.591,0.13242425,-0.0485,-0.0625,1,1
6.641,0.12921175,-0.0425,-0.066,1,1
6.691,0.12589925,-0.0425,-0.0665,1,1
6.741,0.12249925,-0.0365,-0.0695,1,1
6.791,0.11899925,-0.0365,-0.0705,1,1
6.841,0.11543675,-0.031,-0.072,1,1
6.891,0.11174925,-0.031,-0.0755,1,1
6.941,0.10792425,-0.025,-0.0775,1,1
6.991,0.10401175,-0.025,-0.079,1,1
7.041,0.10004925,-0.019,-0.0795,1,1
7.091,0.09598675,-0.019,-0.083,1,1
7.141,0.09177425,-0.0135,-0.0855,1,1
7.191,0.08743675,-0.0135,-0.088,1,1
7.241,0.08294925,-0.008,-0.0915,1,1
7.291,0.07827425,-0.008,-0.0955,1,1
7.341,0.07341175,-0.0025,-0.099,1,1
7.391,0.06839925,-0.0025,-0.1015,1,1
7.441,0.06326175,0.0025,-0.104,1,1
7.491,0.05797425,0.0025,-0.1075,1,1
7.541,0.05249925,0.008,-0.1115,1,1
7.591,0.04681175,0.008,-0.116,1,1
7.641,0.04091175,0.013,-0.12,1,1
7.691,0.03482425,0.013,-0.1235,1,1
7.741,0.02854925,0.018,-0.1275,1,1
7.791,0.02203675,0.018,-0.133,1,1
7.841,0.01527425,0.0235,-0.1375,1,1
7.891,0.00828675,0.0235,-0.142,1,1
7.941,0.00104925,0.0285,-0.1475,1,1
7.992,-0.006588,0.0285,-0.152,1,1
8.042,-0.0143255,0.033,-0.1575,1,1
8.092,-0.0223255,0.033,-0.1625,1,1
8.142,-0.0305755,0.038,-0.1675,1,1
8.192,-0.039088,0.038,-0.173,1,1
8.241,-0.0475895,0.0425,-0.174,1,1
8.292,-0.0566675,0.0425,-0.182,1,1
8.341,-0.065708,0.047,-0.187,1,1
8.392,-0.0753725,0.047,-0.192,1,1
8.442,-0.0851475,0.051,-0.199,1,1
8.492,-0.0951975,0.051,-0.203,1,1
8.542,-0.1055225,0.055,-0.21,1,1
8.592,-0.11621,0.055,-0.2175,1,1
8.641,-0.12702675,0.059,-0.224,1,1
8.692,-0.13862925,0.059,-0.231,1,1
8.741,-0.15011975,0.0635,-0.238,1,1
8.792,-0.16238525,0.0635,-0.243,1,1
